 ,2016
"009 Castletown, Co. Limerick",38546
"010 Coolrus, Co. Limerick",33848
"011 Crean, Co. Limerick",32750
"012 Crecora, Co. Limerick",35673
"013 Croom, Co. Limerick",34851
"014 Dunnaman, Co. Limerick",43638
"015 Fedamore, Co. Limerick",30651
"016 Garrane, Co. Limerick",58159
"017 Grange, Co. Limerick",37936
"018 Kilfinny, Co. Limerick",32828
"019 Kilpeacon, Co. Limerick",53886
"020 Rathmore, Co. Limerick",27026
"021 Fleanmore, Co. Limerick",48826
"022 Glin, Co. Limerick",39793
"023 Kilfergus, Co. Limerick",40545
"024 Kilmoylan, Co. Limerick",31363
"025 Ardpatrick, Co. Limerick",34688
"026 Athlacca, Co. Limerick",35880
"027 Ballymacshaneboy, Co. Limerick",37154
"028 Bruff, Co. Limerick",31663
"029 Bruree, Co. Limerick",38139
"030 Bulgaden, Co. Limerick",39988
"031 Cahercorney, Co. Limerick",41534
"032 Colmanswell, Co. Limerick",36274
"033 Darragh, Co. Limerick",34915
"034 Dromin, Co. Limerick",41364
"035 Emlygrennan, Co. Limerick",32267
"036 Glenbrohane, Co. Limerick",41938
"037 Griston, Co. Limerick",34655
"038 Hospital, Co. Limerick",37943
"039 Kilfinnane, Co. Limerick",36351
"040 Kilflyn, Co. Limerick",34266
"041 Kilmallock, Co. Limerick",37888
"042 Kilteely, Co. Limerick",32108
"043 Knockainy, Co. Limerick",35423
"044 Knocklong, Co. Limerick",37254
"045 Particles, Co. Limerick",43178
"046 Rockhill, Co. Limerick",30593
"047 Tobernea, Co. Limerick",47023
"048 Uregare, Co. Limerick",34500
"049 Abington, Co. Limerick",36800
"050 Ballybricken, Co. Limerick",52249
"051 Ballycummin, Co. Limerick",38228
"052 Ballysimon, Co. Limerick",44821
"053 Ballyvarra, Co. Limerick",47896
"054 Caherconlish East, Co. Limerick",41729
"055 Caherconlish West, Co. Limerick",36264
"056 Caherelly, Co. Limerick",33911
"057 Cappamore, Co. Limerick",38568
"058 Carrig, Co. Limerick",46631
"059 Castleconnell, Co. Limerick",42524
"060 Clarina, Co. Limerick",48106
"061 Clonkeen, Co. Limerick",40194
"062 Doon West, Co. Limerick",33199
"063 Glenstal, Co. Limerick",37311
"064 Kilmurry, Co. Limerick",48847
"066 Limerick South Rural, Co. Limerick",34684
"067 Patrickswell, Co. Limerick",44343
"068 Roxborough, Co. Limerick",63020
"069 Anglesborough, Co. Limerick",48382
"070 Ballylanders, Co. Limerick",34001
"071 Cullane, Co. Limerick",33047
"072 Duntryleague, Co. Limerick",34289
"073 Galbally, Co. Limerick",33700
"074 Kilbeheny, Co. Limerick",33854
"075 Kilglass, Co. Limerick",38161
"076 Knocknascrow, Co. Limerick",50208
"077 Riversdale, Co. Limerick",39421
"078 Abbeyfeale, Co. Limerick",33451
"079 Ardagh, Co. Limerick",33042
"080 Ballintober, Co. Limerick",32991
"081 Ballynoe West, Co. Limerick",37663
"082 Boola, Co. Limerick",42640
"083 Broadford, Co. Limerick",40782
"084 Caher, Co. Limerick",39063
"085 Cleanglass, Co. Limerick",31437
"086 Cloncagh, Co. Limerick",38816
"087 Danganbeg, Co. Limerick",39633
"088 Dromcolliher, Co. Limerick",37236
"089 Dromtrasna, Co. Limerick",39404
"090 Feenagh, Co. Limerick",40753
"091 Garryduff, Co. Limerick",31725
"092 Glenagower, Co. Limerick",41850
"093 Glengort, Co. Limerick",33704
"094 Glensharrold, Co. Limerick",33202
"095 Kilmeedy, Co. Limerick",42055
"096 Knockaderry, Co. Limerick",39560
"097 Mahoonagh, Co. Limerick",38994
"098 Monagay, Co. Limerick",41785
"099 Mountcollins, Co. Limerick",33100
"100 Mountplummer, Co. Limerick",38752
"101 Newcastle Rural, Co. Limerick",44570
"102 Newcastle Urban, Co. Limerick",34475
"103 Port, Co. Limerick",34410
"104 Rathronan, Co. Limerick",38574
"105 Rooskagh, Co. Limerick",38519
"106 Templeglentan, Co. Limerick",40676
"107 Askeaton East, Co. Limerick",43187
"108 Askeaton West, Co. Limerick",31911
"109 Aughinish, Co. Limerick",33681
"110 Ballyallinan, Co. Limerick",34378
"111 Ballynacarriga, Co. Limerick",37120
"112 Castletown, Co. Limerick",32926
"113 Craggs, Co. Limerick",34930
"114 Croagh, Co. Limerick",41537
"115 Dromard, Co. Limerick",47202
"116 Dunmoylan East, Co. Limerick",35976
"117 Dunmoylan West, Co. Limerick",..
"118 Iveruss, Co. Limerick",35844
"119 Kilcornan, Co. Limerick",42800
"120 Kildimo, Co. Limerick",38625
"121 Kilscannell, Co. Limerick",38967
"122 Lismakeery, Co. Limerick",37625
"123 Loghill, Co. Limerick",40859
"124 Mohernagh, Co. Limerick",43351
"125 Nantinan, Co. Limerick",35420
"126 Pallaskenry, Co. Limerick",37261
"127 Rathkeale Rural, Co. Limerick",42676
"128 Rathkeale Urban, Co. Limerick",29766
"129 Riddlestown, Co. Limerick",36965
"130 Shanagolden, Co. Limerick",38835
"131 Shanid, Co. Limerick",40001
"132 Bilboa, Co. Limerick",40164
"133 Doon South, Co. Limerick",34516
"134 Grean, Co. Limerick",40525
"135 Oola, Co. Limerick",35968
"136 Templebredon, Co. Limerick",35639
"001 Nenagh East Urban, North Tipperary",33042
"002 Nenagh West Urban, North Tipperary",38856
"003 Templemore, North Tipperary",36987
"004 Thurles Urban, North Tipperary",38544
"005 Aglishcloghane, North Tipperary",27805
"006 Ballingarry, North Tipperary",40421
"007 Ballylusky, North Tipperary",45184
"008 Borrisokane, North Tipperary",38553
"009 Carrig, North Tipperary",..
"010 Cloghjordan, North Tipperary",35127
"011 Cloghprior, North Tipperary",28058
"012 Clohaskin, North Tipperary",49107
"013 Finnoe, North Tipperary",37130
"014 Graigue, North Tipperary",32525
"015 Kilbarron, North Tipperary",48067
"016 Lorrha East, North Tipperary",33981
"017 Lorrha West, North Tipperary",47715
"018 Mertonhall, North Tipperary",..
"019 Rathcabban, North Tipperary",25917
"020 Redwood, North Tipperary",35487
"021 Riverstown, North Tipperary",42834
"022 Terryglass, North Tipperary",42340
"023 Uskane, North Tipperary",..
"024 Abington, North Tipperary",35743
"025 Aghnameadle, North Tipperary",..
"026 Ardcrony, North Tipperary",43330
"027 Ballina, North Tipperary",47008
"028 Ballygibbon, North Tipperary",43352
"029 Ballymackey, North Tipperary",37614
"030 Ballynaclogh, North Tipperary",38800
"031 Birdhill, North Tipperary",35058
"032 Burgesbeg, North Tipperary",38102
"033 Carrigatogher, North Tipperary",42776
"034 Castletown, North Tipperary",46547
"035 Derrycastle, North Tipperary",38281
"036 Dolla, North Tipperary",33171
999Greenhall / Lackagh,40294
"038 Kilcomenty, North Tipperary",37982
"039 Kilkeary, North Tipperary",44779
"040 Killoscully, North Tipperary",39824
"041 Kilmore, North Tipperary",43111
"042 Kilnaneave, North Tipperary",40827
"043 Kilnarath, North Tipperary",36727
"044 Knigh, North Tipperary",39498
"046 Latteragh, North Tipperary",41914
"047 Monsea, North Tipperary",52142
"048 Nenagh Rural, North Tipperary",43727
"049 Newport, North Tipperary",41190
"050 Templederry, North Tipperary",..
"051 Youghalarra, North Tipperary",44314
"052 Borrisnafarney, North Tipperary",36310
"053 Borrisnoe, North Tipperary",41193
"054 Bourney East, North Tipperary",41301
"055 Bourney West, North Tipperary",36032
"056 Killavinoge, North Tipperary",35670
"057 Killea, North Tipperary",36204
"058 Rathnaveoge, North Tipperary",51046
"059 Roscrea, North Tipperary",37671
"060 Timoney, North Tipperary",42192
"061 Ballycahill, North Tipperary",39623
"062 Ballymurreen, North Tipperary",44657
"063 Borrisoleigh, North Tipperary",37033
"064 Drom, North Tipperary",38391
"065 Foilnaman, North Tipperary",33881
"066 Glenkeen, North Tipperary",36092
"067 Gortkelly, North Tipperary",39543
"068 Holycross, North Tipperary",38781
"069 Inch, North Tipperary",37068
"070 Kilrush, North Tipperary",42529
"071 Littleton, North Tipperary",42978
"072 Longfordpass, North Tipperary",39908
"073 Loughmoe, North Tipperary",46153
"074 Moyaliff, North Tipperary",37953
"075 Moycarky, North Tipperary",35761
"076 Moyne, North Tipperary",43055
"077 Rahelty, North Tipperary",39183
"078 Templetouhy, North Tipperary",43151
"079 Thurles Rural, North Tipperary",41401
"080 Twomileborris, North Tipperary",40570
"081 Upperchurch, North Tipperary",37477
"082 Carrickbeg Urban, South Tipperary",33814
"083 Carrick-on-Suir Urban, South Tipperary",31264
"084 Cashel Urban, South Tipperary",31949
"085 Clonmel East Urban, South Tipperary",47059
"086 Clonmel West Urban, South Tipperary",37543
"087 Tipperary East Urban, South Tipperary",33297
"088 Tipperary West Urban, South Tipperary",36104
"089 Carrick-on-Suir Rural, South Tipperary",37665
"090 Garrangibbon, South Tipperary",25450
"091 Kilmurry, South Tipperary",35461
"092 Newtown, South Tipperary",32451
"093 Ardmayle, South Tipperary",37725
"094 Ardsallagh, South Tipperary",47535
"095 Ballysheehan, South Tipperary",42740
"096 Cashel Rural, South Tipperary",41167
"097 Clogher, South Tipperary",40910
"098 Cloneen, South Tipperary",35254
"099 Clonoulty East, South Tipperary",29275
"100 Clonoulty West, South Tipperary",33773
"101 Colman, South Tipperary",39883
"102 Cooleagh, South Tipperary",38596
"103 Drangan, South Tipperary",26810
"104 Fethard, South Tipperary",33126
"105 Gaile, South Tipperary",41262
"106 Graigue, South Tipperary",..
"107 Greystown, South Tipperary",32189
"108 Killeenasteena, South Tipperary",50463
"109 Killenaule, South Tipperary",32166
"110 Kilpatrick, South Tipperary",39996
"111 Knockgraffon, South Tipperary",37646
"112 Magorban, South Tipperary",31931
"113 Nodstown, South Tipperary",37470
"114 Oughterleague, South Tipperary",43795
"115 Peppardstown, South Tipperary",47054
"116 Tullamain, South Tipperary",54337
"117 Ardfinnan, South Tipperary",39553
"118 Ballybacon, South Tipperary",50496
"119 Ballyporeen, South Tipperary",37976
"120 Burncourt, South Tipperary",41302
"121 Caher, South Tipperary",44698
"122 Clogheen, South Tipperary",36883
"123 Coolagarranroe, South Tipperary",51518
"124 Derrygrath, South Tipperary",44885
"125 Kilcommon, South Tipperary",39108
"126 Kilcoran, South Tipperary",46934
"127 Mortlestown, South Tipperary",38096
"128 Newcastle, South Tipperary",36373
"129 Tubbrid, South Tipperary",43042
"130 Tullaghmelan, South Tipperary",50551
"131 Tullaghorton, South Tipperary",34099
"132 Ballyclerahan, South Tipperary",49887
"133 Clonmel Rural (Part Urban), South Tipperary",42456
"134 Inishlounaght (Part Urban), South Tipperary",43671
"135 Kilcash, South Tipperary",46923
999 Kilsheelan / Killaloan,38106
"138 Kiltinan, South Tipperary",43531
"139 Lisronagh, South Tipperary",37683
"140 Anner, South Tipperary",40289
"141 Ballingarry, South Tipperary",27957
"142 Ballyphilip, South Tipperary",37935
"143 Buolick, South Tipperary",28981
"144 Crohane, South Tipperary",35452
"145 Farranrory, South Tipperary",27223
"146 Fennor, South Tipperary",42565
"147 Kilcooly, South Tipperary",38178
"148 Kilvemnon, South Tipperary",29756
"149 Modeshil, South Tipperary",36935
"150 Mullinahone, South Tipperary",31933
"151 New Birmingham, South Tipperary",34666
"152 Poyntstown, South Tipperary",45029
"153 Ballycarron, South Tipperary",58504
"154 Ballygriffin, South Tipperary",..
"155 Ballykisteen, South Tipperary",38591
"156 Bansha, South Tipperary",35524
"157 Bruis, South Tipperary",40297
"158 Cappagh, South Tipperary",35664
"159 Clonbeg, South Tipperary",40196
"160 Cullen, South Tipperary",37092
"161 Curraheen, South Tipperary",40235
"162 Donohill, South Tipperary",36213
"163 Drumwood, South Tipperary",37876
"164 Emly, South Tipperary",33427
"165 Glengar, South Tipperary",39975
"166 Golden, South Tipperary",32975
"167 Kilfeakle, South Tipperary",36916
"168 Killadriffe, South Tipperary",42271
"169 Kilmucklin, South Tipperary",39193
"170 Lattin, South Tipperary",37996
"171 Rathlynin, South Tipperary",37597
"172 Rodus, South Tipperary",33665
"173 Shronell, South Tipperary",37914
"174 Solloghodbeg, South Tipperary",26372
"175 Templeneiry, South Tipperary",42367
"176 Thomastown, South Tipperary",43001
"177 Tipperary Rural, South Tipperary",39687
"001 Ballybeg North, Waterford City",21969
999 Ballybeg South / Ballynaneashagh,..
"003 Ballybricken West, Waterford City",..
"004 Ballymaclode, Waterford City",55689
"005 Ballynakill, Waterford City",52930
"007 Ballytruckle, Waterford City",33298
"008 Bilberry, Waterford City",35262
"009 Centre A, Waterford City",21331
"010 Centre B, Waterford City",..
"011 Cleaboy, Waterford City",29416
"012 Custom House A, Waterford City",..
"013 Custom House B, Waterford City",..
"014 Farranshoneen, Waterford City",38144
"015 Ferrybank, Waterford City",30019
"016 Gracedieu, Waterford City",34584
"017 Grange North, Waterford City",32347
"018 Grange South, Waterford City",36656
"019 Grange Upper, Waterford City",43489
"020 Kilbarry, Waterford City",32851
"021 Kingsmeadow, Waterford City",31733
"022 Larchville, Waterford City",..
"023 Lisduggan, Waterford City",27931
"024 Military Road, Waterford City",29226
"025 Morrisson's Avenue East, Waterford City",23120
"026 Morrisson's Avenue West, Waterford City",..
"027 Morrisson's Road, Waterford City",..
"028 Mount Sion, Waterford City",26614
"029 Newport's Square, Waterford City",..
"030 Newtown, Waterford City",46165
"031 Park, Waterford City",19407
"032 Poleberry, Waterford City",18527
"033 Roanmore, Waterford City",..
"034 Shortcourse, Waterford City",..
"035 Slievekeale, Waterford City",..
"036 The Glen, Waterford City",19065
"037 Ticor North, Waterford City",36763
"038 Ticor South, Waterford City",..
"001 Dungarvan No. 1 Urban, Co. Waterford",37485
"002 Dungarvan No. 2 Urban, Co. Waterford",46573
"003 Ballydurn, Co. Waterford",29601
"004 Carrickbeg Rural, Co. Waterford",46060
"005 Clonea, Co. Waterford",35413
"006 Fenoagh, Co. Waterford",48458
"007 Glen, Co. Waterford",44380
"008 Kilmeadan, Co. Waterford",44122
"009 Mothel, Co. Waterford",33374
"010 Portlaw, Co. Waterford",39446
"011 Rathgormuck, Co. Waterford",46116
"012 Ross, Co. Waterford",48429
"013 Ballymacarbry, Co. Waterford",49235
"014 Graignagower, Co. Waterford",39999
"015 Gurteen, Co. Waterford",39647
"016 Kilmacomma, Co. Waterford",47806
"017 Kilronan, Co. Waterford",..
"018 St. Mary's, Co. Waterford",48714
"019 Aird Mhór, Co. Waterford",42366
"020 Baile Mhac Airt, Co. Waterford",46258
"021 Bohadoon, Co. Waterford",45608
"022 Cappagh, Co. Waterford",31992
"023 Carriglea, Co. Waterford",50462
"024 Clonea, Co. Waterford",42893
"025 Colligan, Co. Waterford",39819
"026 Coumaraglin, Co. Waterford",39276
"027 Dromana, Co. Waterford",35994
"028 Dromore, Co. Waterford",32781
"029 Dungarvan Rural, Co. Waterford",42331
"030 Keereen, Co. Waterford",..
"031 Knockaunbrandaun, Co. Waterford",..
"032 Modelligo, Co. Waterford",30971
"033 Mountstuart, Co. Waterford",..
"034 An Rinn, Co. Waterford",43492
"035 Seskinan, Co. Waterford",40032
"036 Whitechurch, Co. Waterford",..
"037 Annestown, Co. Waterford",39005
"038 Ballylaneen, Co. Waterford",..
"039 Carrigcastle, Co. Waterford",34361
"040 Comeragh, Co. Waterford",33000
"041 Dunhill, Co. Waterford",..
"042 Fews, Co. Waterford",34045
"043 Fox's Castle, Co. Waterford",38242
"044 Gardenmorris, Co. Waterford",44616
"045 Georgestown, Co. Waterford",..
"046 Kilbarrymeaden, Co. Waterford",36014
"047 Kilmacthomas, Co. Waterford",35936
"048 Knockmahon, Co. Waterford",32448
"049 Mountkennedy, Co. Waterford",41877
"050 Newtown, Co. Waterford",40785
"051 Stradbally, Co. Waterford",41286
"052 Tinnasaggart, Co. Waterford",..
"053 Ballyduff, Co. Waterford",34748
"054 Ballyhane, Co. Waterford",38602
"055 Ballyin, Co. Waterford",42615
"056 Ballynamult, Co. Waterford",..
"057 Ballysaggartmore, Co. Waterford",32069
"058 Cappoquin, Co. Waterford",35105
"059 Castlerichard, Co. Waterford",41501
"060 Drumroe, Co. Waterford",36017
"061 Gortnapeaky, Co. Waterford",37984
"062 Kilcockan, Co. Waterford",31328
"063 Kilwatermoy East, Co. Waterford",..
"064 Kilwatermoy West, Co. Waterford",37947
"065 Lismore Rural, Co. Waterford",42999
"066 Lismore Urban, Co. Waterford",39628
"067 Mocollop, Co. Waterford",36271
"068 Modelligo, Co. Waterford",40344
"069 Tallow, Co. Waterford",34721
"070 Ballynakill (Part Rural), Co. Waterford",..
"071 Drumcannon, Co. Waterford",47476
"072 Faithlegg (Part Rural), Co. Waterford",35098
"073 Islandikane, Co. Waterford",50202
"074 Kilbarry (Part Rural), Co. Waterford",..
"075 Killea, Co. Waterford",32937
"076 Killoteran, Co. Waterford",38999
"077 Kilmacleague, Co. Waterford",..
"078 Kilmeadan, Co. Waterford",36159
"079 Newcastle, Co. Waterford",50771
"080 Pembrokestown, Co. Waterford",46208
"081 Rathmoylan, Co. Waterford",35406
"082 Reisk, Co. Waterford",56135
"083 Tramore, Co. Waterford",37695
"084 Woodstown, Co. Waterford",40589
"085 Ardmore, Co. Waterford",39780
"086 Ballyheeny, Co. Waterford",37805
"087 Clashmore, Co. Waterford",38257
"088 Glenwilliam, Co. Waterford",..
"089 Grallagh, Co. Waterford",53683
"090 Grange, Co. Waterford",37042
"091 Kinsalebeg, Co. Waterford",43878
"092 Templemichael, Co. Waterford",41549
"001 Ballybaan, Galway City",31870
"002 Baile an Bhriotaigh, Galway City",29698
"003 Bearna, Galway City",39015
"004 An Caisleán Gearr, Galway City",27042
"005 Claddagh, Galway City",36647
"006 Dangan, Galway City",36204
"007 Eyre Square, Galway City",31067
"008 An Cnocán Carrach, Galway City",46536
"009 Lough Atalia, Galway City",44458
"010 Mionlach, Galway City",30087
"011 Mervue, Galway City",28240
"012 Murroogh, Galway City",30078
"013 Newcastle, Galway City",33333
"014 Nuns Island, Galway City",42298
"015 Rahoon, Galway City",36833
"016 Renmore, Galway City",45401
"017 Rockbarton, Galway City",66237
"018 Paróiste San Nicoláis, Galway City",33093
"019 Salthill, Galway City",39500
"020 Shantalla, Galway City",41892
"021 Taylors Hill, Galway City",35327
"022 Wellpark, Galway City",37259
"001 Ballinasloe Urban, Co. Galway",32814
"002 Abbeygormacan, Co. Galway",44474
"003 Ahascragh, Co. Galway",29650
"004 Aughrim, Co. Galway",36065
"005 Ballinasloe Rural, Co. Galway",37793
"006 Ballymacward, Co. Galway",38078
"007 Clonfert, Co. Galway",34301
"008 Clontuskert, Co. Galway",30872
"009 Kellysgrove, Co. Galway",39761
"010 Kilconnell, Co. Galway",37100
"011 Killaan, Co. Galway",39346
"012 Killallaghtan, Co. Galway",34861
"013 Killoran, Co. Galway",34777
"014 Killure, Co. Galway",31357
"015 Kilmacshane, Co. Galway",37620
"016 Kiltormer, Co. Galway",31243
"017 Kylemore, Co. Galway",33429
"018 Laurencetown, Co. Galway",35473
"019 Lismanny, Co. Galway",44827
"020 Oatfield, Co. Galway",35319
"021 Ballynakill, Co. Galway",..
"022 Binn an Choire, Co. Galway",..
"023 Bunowen, Co. Galway",..
"024 Cleggan, Co. Galway",..
"025 Clifden, Co. Galway",35382
"026 Cushkillary, Co. Galway",..
999 Derrycunlagh / Derrylea,34478
"029 Doonloughan, Co. Galway",..
"030 Errislannan, Co. Galway",..
"031 An Uillinn, Co. Galway",23115
"032 Inishbofin, Co. Galway",..
"033 An Cnoc Buí, Co. Galway",29495
"034 Maíros, Co. Galway",38111
"035 Abhainn Ghabhla, Co. Galway",27071
"036 Rinvyle, Co. Galway",22821
"037 Cloch na Rón, Co. Galway",34618
"038 Sillerna, Co. Galway",..
"039 Scainimh, Co. Galway",26596
"040 Eanach Dhúin, Co. Galway",32547
"041 Aughrim, Co. Galway",38280
"042 Baile an Teampaill (Part Rural), Co. Galway",40030
"043 Ballynacourty, Co. Galway",46107
"044 Bearna (Part Rural), Co. Galway",50828
"045 Belleville, Co. Galway",40423
"046 An Carn Mór, Co. Galway",35701
"047 Ceathrú an Bhrúnaigh (Part Rural), Co. Galway",40289
"048 Baile Chláir, Co. Galway",35690
"049 Clarinbridge, Co. Galway",48674
"050 Deerpark, Co. Galway",37429
"051 Na Forbacha, Co. Galway",41689
"052 Galway Rural (Part Rural), Co. Galway",..
"053 Árainn, Co. Galway",..
"054 Cill Chuimin, Co. Galway",33747
"055 Cill Aithnín, Co. Galway",39028
"056 Leacach Beag, Co. Galway",41988
"057 Liscananaun, Co. Galway",37641
"058 Lisín an Bhealaigh, Co. Galway",37755
"059 Maigh Cuilinn, Co. Galway",43288
"060 Oranmore, Co. Galway",45050
"061 Sailearna, Co. Galway",40658
"062 Sliabh an Aonaigh, Co. Galway",50278
"063 An Spidéal, Co. Galway",43899
"064 Stradbally, Co. Galway",39607
"065 Tulaigh Mhic Aodháin, Co. Galway",46511
"066 Ballinastack, Co. Galway",44390
"067 Ballymoe, Co. Galway",37998
"068 Ballynakill, Co. Galway",37524
"069 Boyounagh, Co. Galway",36784
"070 Creggs, Co. Galway",35896
"071 Curraghmore, Co. Galway",34007
"072 Glennamaddy, Co. Galway",33212
"073 Island, Co. Galway",31121
"074 Kilcroan, Co. Galway",28586
"075 Kiltullagh, Co. Galway",33606
"076 Raheen, Co. Galway",37000
"077 Scregg, Co. Galway",40717
"078 Shankill, Co. Galway",29527
"079 Templetogher, Co. Galway",32475
"080 Toberroe, Co. Galway",35104
"081 Ardamullivan, Co. Galway",40892
"082 Ardrahan, Co. Galway",36736
"083 Ballycahalan, Co. Galway",36572
"084 Beagh, Co. Galway",39313
"085 Cahermore, Co. Galway",42927
"086 Cappard, Co. Galway",..
"087 Castletaylor, Co. Galway",45705
"088 Doorus, Co. Galway",46470
"089 Drumacoo, Co. Galway",42525
"090 Gort, Co. Galway",31541
"091 Kilbeacanty, Co. Galway",30799
"092 Killeely, Co. Galway",42711
"093 Killeenavarra, Co. Galway",52878
"094 Killinny, Co. Galway",36057
"095 Kiltartan, Co. Galway",36967
"096 Kilthomas, Co. Galway",..
"097 Kinvarra, Co. Galway",52129
"098 Rahasane, Co. Galway",44114
"099 Skehanagh, Co. Galway",40148
"100 Aille, Co. Galway",35095
"101 Athenry, Co. Galway",39050
"102 Ballynagar, Co. Galway",40705
"103 Bracklagh, Co. Galway",34143
"104 Bullaun, Co. Galway",42439
"105 Cappalusk, Co. Galway",35288
"106 Castleboy, Co. Galway",35980
"107 Cloonkeen, Co. Galway",45530
"108 Colmanstown, Co. Galway",40261
"109 Craughwell, Co. Galway",39130
"110 Derrylaur, Co. Galway",35961
"111 Drumkeary, Co. Galway",36030
"112 Graigabbey, Co. Galway",37164
"113 Grange, Co. Galway",35356
"114 Greethill, Co. Galway",52854
"115 Kilchreest, Co. Galway",33852
"116 Kilconickny, Co. Galway",39362
"117 Kilconierin, Co. Galway",38426
"118 Killimor, Co. Galway",30733
"119 Killogilleen, Co. Galway",41560
"120 Kilmeen, Co. Galway",33512
"121 Kilreekill, Co. Galway",39139
"122 Kilteskill, Co. Galway",37682
"123 Kiltullagh, Co. Galway",36273
"124 Lackalea, Co. Galway",56246
"125 Leitrim, Co. Galway",38482
"127 Loughrea Rural, Co. Galway",43708
"128 Loughrea Urban, Co. Galway",35427
999 Marblehill / Loughatorick,23898
"130 Mountain, Co. Galway",37572
"131 Movode, Co. Galway",42864
"132 Raford, Co. Galway",33460
"133 Tiaquin, Co. Galway",42374
"134 Woodford, Co. Galway",31178
"135 Annagh, Co. Galway",33738
"136 Ballynakill, Co. Galway",36358
"137 Caltra, Co. Galway",41802
"138 Castleblakeney, Co. Galway",34027
"139 Castleffrench, Co. Galway",44110
"140 Clonbrock, Co. Galway",35792
"141 Cloonkeen, Co. Galway",41184
"142 Cooloo, Co. Galway",37453
"143 Derryglassaun, Co. Galway",36280
"144 Killeroran, Co. Galway",36550
"145 Killian, Co. Galway",37951
"146 Mount Bellew, Co. Galway",37800
"147 Mounthazel, Co. Galway",37065
"148 Taghboy, Co. Galway",43166
"149 Camas, Co. Galway",25462
"150 An Fhairche, Co. Galway",36532
"151 Conga, Co. Galway",38963
"152 An Crompán, Co. Galway",31621
"153 An Chorr, Co. Galway",24311
"154 Garmna, Co. Galway",26671
"155 Cill Chuimín, Co. Galway",47302
"156 Leitir Breacáin, Co. Galway",43294
"157 Letterfore, Co. Galway",32793
"158 Leitir Móir, Co. Galway",25206
"159 Oughterard, Co. Galway",37061
"160 An Ros, Co. Galway",..
"161 An Turlach, Co. Galway",27678
"162 Wormhole, Co. Galway",39473
"163 Abbeyville, Co. Galway",30170
"164 Ballyglass, Co. Galway",44500
"165 Coos, Co. Galway",..
"166 Derrew, Co. Galway",..
"167 Drummin, Co. Galway",35268
"168 Eyrecourt, Co. Galway",40309
"169 Killimor, Co. Galway",33441
"170 Kilmalinoge, Co. Galway",40742
"171 Kilquain, Co. Galway",41364
"172 Meelick, Co. Galway",35053
"173 Moat, Co. Galway",35817
"174 Pallas, Co. Galway",35082
"175 Portumna, Co. Galway",40719
"176 Tiranascragh, Co. Galway",31429
"177 Tynagh, Co. Galway",35225
"178 Abbey East, Co. Galway",34397
"179 Abbey West, Co. Galway",36231
"180 Addergoole, Co. Galway",34724
"181 Annaghdown, Co. Galway",34408
"182 Ballinderry, Co. Galway",35405
"183 Ballinduff, Co. Galway",41180
"184 Ballynapark, Co. Galway",34943
"185 Beaghmore, Co. Galway",28385
"186 Belclare, Co. Galway",34506
"187 Carrownagur, Co. Galway",39942
"188 Carrowrevagh, Co. Galway",37684
"189 Claretuam, Co. Galway",37181
"190 Clonbern, Co. Galway",41132
"191 Cloonkeen, Co. Galway",35254
"192 Cummer, Co. Galway",37651
"193 Donaghpatrick, Co. Galway",29620
"194 Doonbally, Co. Galway",37794
"195 Dunmore North, Co. Galway",39346
"196 Dunmore South, Co. Galway",37464
"197 Foxhall, Co. Galway",38000
"198 Headford, Co. Galway",37645
"199 Hillsbrook, Co. Galway",31639
"200 Kilbennan, Co. Galway",30901
"201 Kilcoona, Co. Galway",34290
"202 Killeany, Co. Galway",34237
"203 Killeen, Co. Galway",38032
"204 Killererin, Co. Galway",34610
"205 Killower, Co. Galway",39000
"206 Killursa, Co. Galway",33423
"207 Kilmoylan, Co. Galway",43044
"208 Kilshanvy, Co. Galway",33124
"209 Levally, Co. Galway",36610
"210 Milltown, Co. Galway",37519
"211 Monivea, Co. Galway",36443
"212 Moyne, Co. Galway",34711
"213 Ryehill, Co. Galway",34441
"214 Toberadosh, Co. Galway",33389
"215 Tuam Rural, Co. Galway",36693
"216 Tuam Urban, Co. Galway",31288
"001 Ballinamore, Co. Leitrim",34899
"002 Cloverhill, Co. Leitrim",37500
"003 Corrala, Co. Leitrim",34837
"004 Drumreilly North, Co. Leitrim",41788
"005 Drumreilly South, Co. Leitrim",..
"006 Garadice, Co. Leitrim",35611
999 Greaghglass / Stralongford,34325
"008 Killygar, Co. Leitrim",..
"009 Newtowngore, Co. Leitrim",..
"010 Oughteragh, Co. Leitrim",..
"012 Aghacashel, Co. Leitrim",28982
"013 Annaduff, Co. Leitrim",47455
"014 Barnameenagh, Co. Leitrim",..
"015 Carrick-on-Shannon, Co. Leitrim",43253
999 Drumreilly West / Drumreilly East,28279
"018 Drumshanbo, Co. Leitrim",34126
"019 Drumsna, Co. Leitrim",45519
"020 Gortnagullion, Co. Leitrim",39984
"021 Gowel, Co. Leitrim",43062
"022 Keshcarrigan, Co. Leitrim",36586
"023 Kiltubbrid, Co. Leitrim",..
"024 Leitrim, Co. Leitrim",48201
"025 Moher, Co. Leitrim",27068
"026 Yugan, Co. Leitrim",34798
999 Aghalateeve / Aghanlish,36040
999 Aghavoghill / Melvin,..
"030 Gubacreeny, Co. Leitrim",35411
"031 Kinlough, Co. Leitrim",34283
"033 Tullaghan, Co. Leitrim",37107
"035 Ballaghameehan, Co. Leitrim",30744
"036 Belhavel, Co. Leitrim",..
